# ---------------------------------- WARNING ----------------------------------------,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,
# for any damages resulting from its use.,,,,,
#,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,
#,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,
#,,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,
# retrieved: 2020-04-23 00:15:20 EDT       (nadww02),,,,,
#,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,
"#    USGS 14105700 COLUMBIA RIVER AT THE DALLES, OR",,,,,
# -----------------------------------------------------------------------------------,,,,,
#,,,,,
# Data provided for site 14105700,,,,,
#            TS   parameter     Description,,,,,
"#        116752       72255     Mean water velocity for discharge computation, feet per second",,,,,
#,,,,,
# Data-value qualification codes included in this output:,,,,,
#     P  Provisional data subject to revision.,,,,,
# ,,,,,
agency_cd,site_no,datetime,tz_cd,116752_72255,116752_72255_cd
USGS,14105700,3/27/2020 23:40,PDT,1.12,P
USGS,14105700,3/27/2020 23:45,PDT,1.16,P
USGS,14105700,3/27/2020 23:50,PDT,1.29,P
USGS,14105700,3/27/2020 23:55,PDT,1.3,P
USGS,14105700,3/28/2020 0:00,PDT,1.12,P
USGS,14105700,3/28/2020 0:05,PDT,1.14,P
USGS,14105700,3/28/2020 0:10,PDT,1.11,P
USGS,14105700,3/28/2020 0:15,PDT,1.02,P
USGS,14105700,3/28/2020 0:20,PDT,0.86,P
USGS,14105700,3/28/2020 0:25,PDT,0.8,P
USGS,14105700,3/28/2020 0:30,PDT,0.9,P
USGS,14105700,3/28/2020 0:35,PDT,0.88,P
USGS,14105700,3/28/2020 0:40,PDT,0.83,P
USGS,14105700,3/28/2020 0:45,PDT,0.93,P
USGS,14105700,3/28/2020 0:50,PDT,0.93,P
USGS,14105700,3/28/2020 0:55,PDT,0.98,P
USGS,14105700,3/28/2020 1:00,PDT,0.98,P
USGS,14105700,3/28/2020 1:05,PDT,0.91,P
USGS,14105700,3/28/2020 1:10,PDT,0.85,P
USGS,14105700,3/28/2020 1:15,PDT,0.86,P
USGS,14105700,3/28/2020 1:20,PDT,0.81,P
USGS,14105700,3/28/2020 1:25,PDT,0.88,P
USGS,14105700,3/28/2020 1:30,PDT,0.88,P
USGS,14105700,3/28/2020 1:35,PDT,0.9,P
USGS,14105700,3/28/2020 1:40,PDT,0.86,P
USGS,14105700,3/28/2020 1:45,PDT,0.93,P
USGS,14105700,3/28/2020 1:50,PDT,1.02,P
USGS,14105700,3/28/2020 1:55,PDT,0.96,P
USGS,14105700,3/28/2020 2:00,PDT,0.99,P
USGS,14105700,3/28/2020 2:05,PDT,1,P
USGS,14105700,3/28/2020 2:10,PDT,1.05,P
USGS,14105700,3/28/2020 2:15,PDT,1,P
USGS,14105700,3/28/2020 2:20,PDT,1.02,P
USGS,14105700,3/28/2020 2:25,PDT,1.03,P
USGS,14105700,3/28/2020 2:30,PDT,1.02,P
USGS,14105700,3/28/2020 2:35,PDT,1.03,P
USGS,14105700,3/28/2020 2:40,PDT,0.99,P
USGS,14105700,3/28/2020 2:45,PDT,1,P
USGS,14105700,3/28/2020 2:50,PDT,1.02,P
USGS,14105700,3/28/2020 2:55,PDT,1.04,P
USGS,14105700,3/28/2020 3:00,PDT,1.09,P
USGS,14105700,3/28/2020 3:05,PDT,1.01,P
USGS,14105700,3/28/2020 3:10,PDT,0.93,P
USGS,14105700,3/28/2020 3:15,PDT,0.83,P
USGS,14105700,3/28/2020 3:20,PDT,0.78,P
USGS,14105700,3/28/2020 3:25,PDT,0.86,P
USGS,14105700,3/28/2020 3:30,PDT,0.89,P
USGS,14105700,3/28/2020 3:35,PDT,0.9,P
USGS,14105700,3/28/2020 3:40,PDT,0.93,P
USGS,14105700,3/28/2020 3:45,PDT,0.94,P
USGS,14105700,3/28/2020 3:50,PDT,1,P
USGS,14105700,3/28/2020 3:55,PDT,0.98,P
USGS,14105700,3/28/2020 4:00,PDT,0.99,P
USGS,14105700,3/28/2020 4:05,PDT,0.99,P
USGS,14105700,3/28/2020 4:10,PDT,1.03,P
USGS,14105700,3/28/2020 4:15,PDT,1.05,P
USGS,14105700,3/28/2020 4:20,PDT,1.1,P
USGS,14105700,3/28/2020 4:25,PDT,1.13,P
USGS,14105700,3/28/2020 4:30,PDT,1.09,P
USGS,14105700,3/28/2020 4:35,PDT,1.1,P
USGS,14105700,3/28/2020 4:40,PDT,1.07,P
USGS,14105700,3/28/2020 4:45,PDT,1.06,P
USGS,14105700,3/28/2020 4:50,PDT,1.11,P
USGS,14105700,3/28/2020 4:55,PDT,1.08,P
USGS,14105700,3/28/2020 5:00,PDT,1.13,P
USGS,14105700,3/28/2020 5:05,PDT,1.1,P
USGS,14105700,3/28/2020 5:10,PDT,1.1,P
USGS,14105700,3/28/2020 5:15,PDT,1.11,P
USGS,14105700,3/28/2020 5:20,PDT,1.05,P
USGS,14105700,3/28/2020 5:25,PDT,1.2,P
USGS,14105700,3/28/2020 5:30,PDT,1.1,P
USGS,14105700,3/28/2020 5:35,PDT,1.14,P
USGS,14105700,3/28/2020 5:40,PDT,1.23,P
USGS,14105700,3/28/2020 5:45,PDT,1.17,P
USGS,14105700,3/28/2020 5:50,PDT,1.2,P
USGS,14105700,3/28/2020 5:55,PDT,1.22,P
USGS,14105700,3/28/2020 6:00,PDT,1.23,P
USGS,14105700,3/28/2020 6:05,PDT,1.21,P
USGS,14105700,3/28/2020 6:10,PDT,1.21,P
USGS,14105700,3/28/2020 6:15,PDT,1.25,P
USGS,14105700,3/28/2020 6:20,PDT,1.21,P
USGS,14105700,3/28/2020 6:25,PDT,1.19,P
USGS,14105700,3/28/2020 6:30,PDT,1.31,P
USGS,14105700,3/28/2020 6:35,PDT,1.34,P
USGS,14105700,3/28/2020 6:40,PDT,1.33,P
USGS,14105700,3/28/2020 6:45,PDT,1.3,P
USGS,14105700,3/28/2020 6:50,PDT,1.26,P
USGS,14105700,3/28/2020 6:55,PDT,1.17,P
USGS,14105700,3/28/2020 7:00,PDT,1.16,P
USGS,14105700,3/28/2020 7:05,PDT,1.25,P
USGS,14105700,3/28/2020 7:10,PDT,1.24,P
USGS,14105700,3/28/2020 7:15,PDT,1.35,P
USGS,14105700,3/28/2020 7:20,PDT,1.36,P
USGS,14105700,3/28/2020 7:25,PDT,1.38,P
USGS,14105700,3/28/2020 7:30,PDT,1.31,P
USGS,14105700,3/28/2020 7:35,PDT,1.39,P
USGS,14105700,3/28/2020 7:40,PDT,1.44,P
USGS,14105700,3/28/2020 7:45,PDT,1.36,P
USGS,14105700,3/28/2020 7:50,PDT,1.3,P
USGS,14105700,3/28/2020 7:55,PDT,1.41,P
USGS,14105700,3/28/2020 8:00,PDT,1.31,P
USGS,14105700,3/28/2020 8:05,PDT,1.22,P
USGS,14105700,3/28/2020 8:10,PDT,1.31,P
USGS,14105700,3/28/2020 8:15,PDT,1.3,P
USGS,14105700,3/28/2020 8:20,PDT,1.3,P
USGS,14105700,3/28/2020 8:25,PDT,1.3,P
USGS,14105700,3/28/2020 8:30,PDT,1.3,P
USGS,14105700,3/28/2020 8:35,PDT,1.36,P
USGS,14105700,3/28/2020 8:40,PDT,1.33,P
USGS,14105700,3/28/2020 8:45,PDT,1.36,P
USGS,14105700,3/28/2020 8:50,PDT,1.34,P
USGS,14105700,3/28/2020 8:55,PDT,1.3,P
USGS,14105700,3/28/2020 9:00,PDT,1.18,P
USGS,14105700,3/28/2020 9:05,PDT,1.14,P
USGS,14105700,3/28/2020 9:10,PDT,1.26,P
USGS,14105700,3/28/2020 9:15,PDT,1.36,P
USGS,14105700,3/28/2020 9:20,PDT,1.33,P
USGS,14105700,3/28/2020 9:25,PDT,1.3,P
USGS,14105700,3/28/2020 9:30,PDT,1.33,P
USGS,14105700,3/28/2020 9:35,PDT,1.34,P
USGS,14105700,3/28/2020 9:40,PDT,1.39,P
USGS,14105700,3/28/2020 9:45,PDT,1.33,P
USGS,14105700,3/28/2020 9:50,PDT,1.26,P
USGS,14105700,3/28/2020 9:55,PDT,1.25,P
USGS,14105700,3/28/2020 10:00,PDT,1.25,P
USGS,14105700,3/28/2020 10:05,PDT,1.27,P
USGS,14105700,3/28/2020 10:10,PDT,1.2,P
USGS,14105700,3/28/2020 10:15,PDT,1.15,P
USGS,14105700,3/28/2020 10:20,PDT,1.19,P
USGS,14105700,3/28/2020 10:25,PDT,1.12,P
USGS,14105700,3/28/2020 10:30,PDT,1.19,P
USGS,14105700,3/28/2020 10:35,PDT,1.05,P
USGS,14105700,3/28/2020 10:40,PDT,1.1,P
USGS,14105700,3/28/2020 10:45,PDT,1.09,P
USGS,14105700,3/28/2020 10:50,PDT,1.02,P
USGS,14105700,3/28/2020 10:55,PDT,1.06,P
USGS,14105700,3/28/2020 11:00,PDT,0.95,P
USGS,14105700,3/28/2020 11:05,PDT,1,P
USGS,14105700,3/28/2020 11:10,PDT,1.05,P
USGS,14105700,3/28/2020 11:15,PDT,1.22,P
USGS,14105700,3/28/2020 11:20,PDT,1.07,P
USGS,14105700,3/28/2020 11:25,PDT,1.14,P
USGS,14105700,3/28/2020 11:30,PDT,1.09,P
USGS,14105700,3/28/2020 11:35,PDT,1.07,P
USGS,14105700,3/28/2020 11:40,PDT,1.11,P
USGS,14105700,3/28/2020 11:45,PDT,1.14,P
USGS,14105700,3/28/2020 11:50,PDT,1.15,P
USGS,14105700,3/28/2020 11:55,PDT,1.23,P
USGS,14105700,3/28/2020 12:00,PDT,1.22,P
USGS,14105700,3/28/2020 12:05,PDT,1.24,P
USGS,14105700,3/28/2020 12:10,PDT,1.26,P
USGS,14105700,3/28/2020 12:15,PDT,1.26,P
USGS,14105700,3/28/2020 12:20,PDT,1.16,P
USGS,14105700,3/28/2020 12:25,PDT,0.98,P
USGS,14105700,3/28/2020 12:30,PDT,0.85,P
USGS,14105700,3/28/2020 12:35,PDT,0.93,P
USGS,14105700,3/28/2020 12:40,PDT,1.04,P
USGS,14105700,3/28/2020 12:45,PDT,1.05,P
USGS,14105700,3/28/2020 12:50,PDT,1.05,P
USGS,14105700,3/28/2020 12:55,PDT,1.02,P
USGS,14105700,3/28/2020 13:00,PDT,1.1,P
USGS,14105700,3/28/2020 13:05,PDT,1.04,P
USGS,14105700,3/28/2020 13:10,PDT,1.03,P
USGS,14105700,3/28/2020 13:15,PDT,1,P
USGS,14105700,3/28/2020 13:20,PDT,1.05,P
USGS,14105700,3/28/2020 13:25,PDT,0.99,P
USGS,14105700,3/28/2020 13:30,PDT,0.98,P
USGS,14105700,3/28/2020 13:35,PDT,1.01,P
USGS,14105700,3/28/2020 13:40,PDT,0.96,P
USGS,14105700,3/28/2020 13:45,PDT,1.05,P
USGS,14105700,3/28/2020 13:50,PDT,1.06,P
USGS,14105700,3/28/2020 13:55,PDT,1.02,P
USGS,14105700,3/28/2020 14:00,PDT,1.12,P
USGS,14105700,3/28/2020 14:05,PDT,1.14,P
USGS,14105700,3/28/2020 14:10,PDT,1.1,P
USGS,14105700,3/28/2020 14:15,PDT,1.08,P
USGS,14105700,3/28/2020 14:20,PDT,1.05,P
USGS,14105700,3/28/2020 14:25,PDT,1.07,P
USGS,14105700,3/28/2020 14:30,PDT,1.07,P
USGS,14105700,3/28/2020 14:35,PDT,1.09,P
USGS,14105700,3/28/2020 14:40,PDT,1.01,P
USGS,14105700,3/28/2020 14:45,PDT,1.1,P
USGS,14105700,3/28/2020 14:50,PDT,1.09,P
USGS,14105700,3/28/2020 14:55,PDT,1.05,P
USGS,14105700,3/28/2020 15:00,PDT,1.05,P
USGS,14105700,3/28/2020 15:05,PDT,1.03,P
USGS,14105700,3/28/2020 15:10,PDT,1.01,P
USGS,14105700,3/28/2020 15:15,PDT,0.98,P
USGS,14105700,3/28/2020 15:20,PDT,1.02,P
USGS,14105700,3/28/2020 15:25,PDT,1.12,P
USGS,14105700,3/28/2020 15:30,PDT,1.15,P
USGS,14105700,3/28/2020 15:35,PDT,1.12,P
USGS,14105700,3/28/2020 15:40,PDT,1.05,P
USGS,14105700,3/28/2020 15:45,PDT,1.07,P
USGS,14105700,3/28/2020 15:50,PDT,1.01,P
USGS,14105700,3/28/2020 15:55,PDT,1.13,P
USGS,14105700,3/28/2020 16:00,PDT,1.04,P
USGS,14105700,3/28/2020 16:05,PDT,1.04,P
USGS,14105700,3/28/2020 16:10,PDT,1.11,P
USGS,14105700,3/28/2020 16:15,PDT,1.1,P
USGS,14105700,3/28/2020 16:20,PDT,1.05,P
USGS,14105700,3/28/2020 16:25,PDT,1.07,P
USGS,14105700,3/28/2020 16:30,PDT,1.09,P
USGS,14105700,3/28/2020 16:35,PDT,1.09,P
USGS,14105700,3/28/2020 16:40,PDT,1.05,P
USGS,14105700,3/28/2020 16:45,PDT,1.1,P
USGS,14105700,3/28/2020 16:50,PDT,1.06,P
USGS,14105700,3/28/2020 16:55,PDT,1.05,P
USGS,14105700,3/28/2020 17:00,PDT,1.12,P
USGS,14105700,3/28/2020 17:05,PDT,1.05,P
USGS,14105700,3/28/2020 17:10,PDT,1.07,P
USGS,14105700,3/28/2020 17:15,PDT,1.07,P
USGS,14105700,3/28/2020 17:20,PDT,1.07,P
USGS,14105700,3/28/2020 17:25,PDT,1.09,P
USGS,14105700,3/28/2020 17:30,PDT,1.09,P
USGS,14105700,3/28/2020 17:35,PDT,1.07,P
USGS,14105700,3/28/2020 17:40,PDT,1.05,P
USGS,14105700,3/28/2020 17:45,PDT,1.01,P
USGS,14105700,3/28/2020 17:50,PDT,1.13,P
USGS,14105700,3/28/2020 17:55,PDT,1.11,P
USGS,14105700,3/28/2020 18:00,PDT,1.14,P
USGS,14105700,3/28/2020 18:05,PDT,1.1,P
USGS,14105700,3/28/2020 18:10,PDT,1.11,P
USGS,14105700,3/28/2020 18:15,PDT,1.25,P
USGS,14105700,3/28/2020 18:20,PDT,1.27,P
USGS,14105700,3/28/2020 18:25,PDT,1.29,P
USGS,14105700,3/28/2020 18:30,PDT,1.36,P
USGS,14105700,3/28/2020 18:35,PDT,1.3,P
USGS,14105700,3/28/2020 18:40,PDT,1.3,P
USGS,14105700,3/28/2020 18:45,PDT,1.2,P
USGS,14105700,3/28/2020 18:50,PDT,1.29,P
USGS,14105700,3/28/2020 18:55,PDT,1.29,P
USGS,14105700,3/28/2020 19:00,PDT,1.21,P
USGS,14105700,3/28/2020 19:05,PDT,1.34,P
USGS,14105700,3/28/2020 19:10,PDT,1.36,P
USGS,14105700,3/28/2020 19:15,PDT,1.38,P
USGS,14105700,3/28/2020 19:20,PDT,1.46,P
USGS,14105700,3/28/2020 19:25,PDT,1.51,P
USGS,14105700,3/28/2020 19:30,PDT,1.52,P
USGS,14105700,3/28/2020 19:35,PDT,1.56,P
USGS,14105700,3/28/2020 19:40,PDT,1.56,P
USGS,14105700,3/28/2020 19:45,PDT,1.45,P
USGS,14105700,3/28/2020 19:50,PDT,1.45,P
USGS,14105700,3/28/2020 19:55,PDT,1.5,P
USGS,14105700,3/28/2020 20:00,PDT,1.39,P
USGS,14105700,3/28/2020 20:05,PDT,1.54,P
USGS,14105700,3/28/2020 20:10,PDT,1.53,P
USGS,14105700,3/28/2020 20:15,PDT,1.54,P
USGS,14105700,3/28/2020 20:20,PDT,1.64,P
USGS,14105700,3/28/2020 20:25,PDT,1.54,P
USGS,14105700,3/28/2020 20:30,PDT,1.61,P
USGS,14105700,3/28/2020 20:35,PDT,1.72,P
USGS,14105700,3/28/2020 20:40,PDT,1.61,P
USGS,14105700,3/28/2020 20:45,PDT,1.69,P
USGS,14105700,3/28/2020 20:50,PDT,1.6,P
USGS,14105700,3/28/2020 20:55,PDT,1.74,P
USGS,14105700,3/28/2020 21:00,PDT,1.62,P
USGS,14105700,3/28/2020 21:05,PDT,1.56,P
USGS,14105700,3/28/2020 21:10,PDT,1.67,P
USGS,14105700,3/28/2020 21:15,PDT,1.59,P
USGS,14105700,3/28/2020 21:20,PDT,1.67,P
USGS,14105700,3/28/2020 21:25,PDT,1.73,P
USGS,14105700,3/28/2020 21:30,PDT,1.79,P
USGS,14105700,3/28/2020 21:35,PDT,1.67,P
USGS,14105700,3/28/2020 21:40,PDT,1.61,P
USGS,14105700,3/28/2020 21:45,PDT,1.58,P
USGS,14105700,3/28/2020 21:50,PDT,1.56,P
USGS,14105700,3/28/2020 21:55,PDT,1.6,P
USGS,14105700,3/28/2020 22:00,PDT,1.6,P
USGS,14105700,3/28/2020 22:05,PDT,1.61,P
USGS,14105700,3/28/2020 22:10,PDT,1.77,P
USGS,14105700,3/28/2020 22:15,PDT,1.67,P
USGS,14105700,3/28/2020 22:20,PDT,1.67,P
USGS,14105700,3/28/2020 22:25,PDT,1.61,P
USGS,14105700,3/28/2020 22:30,PDT,1.69,P
USGS,14105700,3/28/2020 22:35,PDT,1.51,P
USGS,14105700,3/28/2020 22:40,PDT,1.58,P
USGS,14105700,3/28/2020 22:45,PDT,1.61,P
USGS,14105700,3/28/2020 22:50,PDT,1.62,P
USGS,14105700,3/28/2020 22:55,PDT,1.74,P
USGS,14105700,3/28/2020 23:00,PDT,1.54,P
USGS,14105700,3/28/2020 23:05,PDT,1.52,P
USGS,14105700,3/28/2020 23:10,PDT,1.59,P
USGS,14105700,3/28/2020 23:15,PDT,1.51,P
USGS,14105700,3/28/2020 23:20,PDT,1.38,P
USGS,14105700,3/28/2020 23:25,PDT,1.45,P
USGS,14105700,3/28/2020 23:30,PDT,1.3,P
USGS,14105700,3/28/2020 23:35,PDT,1.31,P
USGS,14105700,3/28/2020 23:40,PDT,1.3,P
USGS,14105700,3/28/2020 23:45,PDT,1.41,P
USGS,14105700,3/28/2020 23:50,PDT,1.32,P
USGS,14105700,3/28/2020 23:55,PDT,1.21,P
USGS,14105700,3/29/2020 0:00,PDT,1.35,P
USGS,14105700,3/29/2020 0:05,PDT,1.36,P
USGS,14105700,3/29/2020 0:10,PDT,1.43,P
USGS,14105700,3/29/2020 0:15,PDT,1.41,P
USGS,14105700,3/29/2020 0:20,PDT,1.41,P
USGS,14105700,3/29/2020 0:25,PDT,1.27,P
USGS,14105700,3/29/2020 0:30,PDT,1.46,P
USGS,14105700,3/29/2020 0:35,PDT,1.43,P
USGS,14105700,3/29/2020 0:40,PDT,1.46,P
USGS,14105700,3/29/2020 0:45,PDT,1.47,P
USGS,14105700,3/29/2020 0:50,PDT,1.47,P
USGS,14105700,3/29/2020 0:55,PDT,1.46,P
USGS,14105700,3/29/2020 1:00,PDT,1.37,P
USGS,14105700,3/29/2020 1:05,PDT,1.24,P
USGS,14105700,3/29/2020 1:10,PDT,1.41,P
USGS,14105700,3/29/2020 1:15,PDT,1.44,P
USGS,14105700,3/29/2020 1:20,PDT,1.09,P
USGS,14105700,3/29/2020 1:25,PDT,1.19,P
USGS,14105700,3/29/2020 1:30,PDT,1.22,P
USGS,14105700,3/29/2020 1:35,PDT,1.14,P
USGS,14105700,3/29/2020 1:40,PDT,1.11,P
USGS,14105700,3/29/2020 1:45,PDT,1.14,P
USGS,14105700,3/29/2020 1:50,PDT,1.03,P
USGS,14105700,3/29/2020 1:55,PDT,1.04,P
USGS,14105700,3/29/2020 2:00,PDT,1,P
USGS,14105700,3/29/2020 2:05,PDT,1.08,P
USGS,14105700,3/29/2020 2:10,PDT,0.94,P
USGS,14105700,3/29/2020 2:15,PDT,0.98,P
USGS,14105700,3/29/2020 2:20,PDT,1.07,P
USGS,14105700,3/29/2020 2:25,PDT,0.99,P
USGS,14105700,3/29/2020 2:30,PDT,0.99,P
USGS,14105700,3/29/2020 2:35,PDT,1.03,P
USGS,14105700,3/29/2020 2:40,PDT,1.11,P
USGS,14105700,3/29/2020 2:45,PDT,1.1,P
USGS,14105700,3/29/2020 2:50,PDT,1.05,P
USGS,14105700,3/29/2020 2:55,PDT,1.1,P
USGS,14105700,3/29/2020 3:00,PDT,1.09,P
USGS,14105700,3/29/2020 3:05,PDT,1.15,P
USGS,14105700,3/29/2020 3:10,PDT,1.06,P
USGS,14105700,3/29/2020 3:15,PDT,1.03,P
USGS,14105700,3/29/2020 3:20,PDT,1.11,P
USGS,14105700,3/29/2020 3:25,PDT,1.09,P
USGS,14105700,3/29/2020 3:30,PDT,1.11,P
USGS,14105700,3/29/2020 3:35,PDT,1.24,P
USGS,14105700,3/29/2020 3:40,PDT,1.19,P
USGS,14105700,3/29/2020 3:45,PDT,1.21,P
USGS,14105700,3/29/2020 3:50,PDT,1.25,P
USGS,14105700,3/29/2020 3:55,PDT,1.16,P
USGS,14105700,3/29/2020 4:00,PDT,0.99,P
USGS,14105700,3/29/2020 4:05,PDT,1.08,P
USGS,14105700,3/29/2020 4:10,PDT,1.24,P
USGS,14105700,3/29/2020 4:15,PDT,1.24,P
USGS,14105700,3/29/2020 4:20,PDT,1.2,P
USGS,14105700,3/29/2020 4:25,PDT,1.15,P
USGS,14105700,3/29/2020 4:30,PDT,1.17,P
USGS,14105700,3/29/2020 4:35,PDT,1.1,P
USGS,14105700,3/29/2020 4:40,PDT,0.9,P
USGS,14105700,3/29/2020 4:45,PDT,0.85,P
USGS,14105700,3/29/2020 4:50,PDT,1.03,P
USGS,14105700,3/29/2020 4:55,PDT,1.05,P
USGS,14105700,3/29/2020 5:00,PDT,1.11,P
USGS,14105700,3/29/2020 5:05,PDT,1.1,P
USGS,14105700,3/29/2020 5:10,PDT,1.14,P
USGS,14105700,3/29/2020 5:15,PDT,1.18,P
USGS,14105700,3/29/2020 5:20,PDT,1.2,P
USGS,14105700,3/29/2020 5:25,PDT,1.24,P
USGS,14105700,3/29/2020 5:30,PDT,1.2,P
USGS,14105700,3/29/2020 5:35,PDT,1.21,P
USGS,14105700,3/29/2020 5:40,PDT,1.15,P
USGS,14105700,3/29/2020 5:45,PDT,1.13,P
USGS,14105700,3/29/2020 5:50,PDT,1.13,P
USGS,14105700,3/29/2020 5:55,PDT,1.1,P
USGS,14105700,3/29/2020 6:00,PDT,1.16,P
USGS,14105700,3/29/2020 6:05,PDT,1.23,P
USGS,14105700,3/29/2020 6:10,PDT,1.13,P
USGS,14105700,3/29/2020 6:15,PDT,1.19,P
USGS,14105700,3/29/2020 6:20,PDT,1.26,P
USGS,14105700,3/29/2020 6:25,PDT,1.2,P
USGS,14105700,3/29/2020 6:30,PDT,1.12,P
USGS,14105700,3/29/2020 6:35,PDT,1.14,P
USGS,14105700,3/29/2020 6:40,PDT,1.16,P
USGS,14105700,3/29/2020 6:45,PDT,1.11,P
USGS,14105700,3/29/2020 6:50,PDT,1.18,P
USGS,14105700,3/29/2020 6:55,PDT,1.15,P
USGS,14105700,3/29/2020 7:00,PDT,1.12,P
USGS,14105700,3/29/2020 7:05,PDT,1.14,P
USGS,14105700,3/29/2020 7:10,PDT,1.15,P
USGS,14105700,3/29/2020 7:15,PDT,1.11,P
USGS,14105700,3/29/2020 7:20,PDT,1.15,P
USGS,14105700,3/29/2020 7:25,PDT,1.2,P
USGS,14105700,3/29/2020 7:30,PDT,1.15,P
USGS,14105700,3/29/2020 7:35,PDT,1.18,P
USGS,14105700,3/29/2020 7:40,PDT,0.96,P
USGS,14105700,3/29/2020 7:45,PDT,1.1,P
USGS,14105700,3/29/2020 7:50,PDT,1.11,P
USGS,14105700,3/29/2020 7:55,PDT,1.09,P
USGS,14105700,3/29/2020 8:00,PDT,1.16,P
USGS,14105700,3/29/2020 8:05,PDT,1.2,P
USGS,14105700,3/29/2020 8:10,PDT,1.12,P
USGS,14105700,3/29/2020 8:15,PDT,1.26,P
USGS,14105700,3/29/2020 8:20,PDT,1.33,P
USGS,14105700,3/29/2020 8:25,PDT,1.3,P
USGS,14105700,3/29/2020 8:30,PDT,1.26,P
USGS,14105700,3/29/2020 8:35,PDT,1.2,P
USGS,14105700,3/29/2020 8:40,PDT,1.24,P
USGS,14105700,3/29/2020 8:45,PDT,1.29,P
USGS,14105700,3/29/2020 8:50,PDT,1.25,P
USGS,14105700,3/29/2020 8:55,PDT,1.34,P
USGS,14105700,3/29/2020 9:00,PDT,1.33,P
USGS,14105700,3/29/2020 9:05,PDT,1.24,P
USGS,14105700,3/29/2020 9:10,PDT,1.26,P
USGS,14105700,3/29/2020 9:15,PDT,1.28,P
USGS,14105700,3/29/2020 9:20,PDT,0.95,P
USGS,14105700,3/29/2020 9:25,PDT,1.32,P
USGS,14105700,3/29/2020 9:30,PDT,1.3,P
USGS,14105700,3/29/2020 9:35,PDT,1.24,P
USGS,14105700,3/29/2020 9:40,PDT,1.3,P
USGS,14105700,3/29/2020 9:45,PDT,1.25,P
USGS,14105700,3/29/2020 9:50,PDT,1.26,P
USGS,14105700,3/29/2020 9:55,PDT,1.23,P
USGS,14105700,3/29/2020 10:00,PDT,1.25,P
USGS,14105700,3/29/2020 10:05,PDT,1.3,P
USGS,14105700,3/29/2020 10:10,PDT,1.27,P
USGS,14105700,3/29/2020 10:15,PDT,1.25,P
USGS,14105700,3/29/2020 10:20,PDT,1.25,P
USGS,14105700,3/29/2020 10:25,PDT,1.28,P
USGS,14105700,3/29/2020 10:30,PDT,1.32,P
USGS,14105700,3/29/2020 10:35,PDT,1.18,P
USGS,14105700,3/29/2020 10:40,PDT,1.33,P
USGS,14105700,3/29/2020 10:45,PDT,1.3,P
USGS,14105700,3/29/2020 10:50,PDT,1.29,P
USGS,14105700,3/29/2020 10:55,PDT,1.28,P
USGS,14105700,3/29/2020 11:00,PDT,1.25,P
USGS,14105700,3/29/2020 11:05,PDT,1.3,P
USGS,14105700,3/29/2020 11:10,PDT,1.27,P
USGS,14105700,3/29/2020 11:15,PDT,1.36,P
USGS,14105700,3/29/2020 11:20,PDT,1.42,P
USGS,14105700,3/29/2020 11:25,PDT,1.45,P
USGS,14105700,3/29/2020 11:30,PDT,1.4,P
USGS,14105700,3/29/2020 11:35,PDT,1.34,P
USGS,14105700,3/29/2020 11:40,PDT,1.41,P
USGS,14105700,3/29/2020 11:45,PDT,1.4,P
USGS,14105700,3/29/2020 11:50,PDT,1.38,P
USGS,14105700,3/29/2020 11:55,PDT,1.4,P
USGS,14105700,3/29/2020 12:00,PDT,1.35,P
USGS,14105700,3/29/2020 12:05,PDT,1.4,P
USGS,14105700,3/29/2020 12:10,PDT,1.32,P
USGS,14105700,3/29/2020 12:15,PDT,1.31,P
USGS,14105700,3/29/2020 12:20,PDT,1.34,P
USGS,14105700,3/29/2020 12:25,PDT,1.26,P
USGS,14105700,3/29/2020 12:30,PDT,1.33,P
USGS,14105700,3/29/2020 12:35,PDT,1.3,P
USGS,14105700,3/29/2020 12:40,PDT,1.26,P
USGS,14105700,3/29/2020 12:45,PDT,1.21,P
USGS,14105700,3/29/2020 12:50,PDT,1.25,P
USGS,14105700,3/29/2020 12:55,PDT,1.36,P
USGS,14105700,3/29/2020 13:00,PDT,1.37,P
USGS,14105700,3/29/2020 13:05,PDT,1.3,P
USGS,14105700,3/29/2020 13:10,PDT,1.37,P
USGS,14105700,3/29/2020 13:15,PDT,1.36,P
USGS,14105700,3/29/2020 13:20,PDT,1.23,P
USGS,14105700,3/29/2020 13:25,PDT,1.2,P
USGS,14105700,3/29/2020 13:30,PDT,1.19,P
USGS,14105700,3/29/2020 13:35,PDT,1.2,P
USGS,14105700,3/29/2020 13:40,PDT,1.2,P
USGS,14105700,3/29/2020 13:45,PDT,1.31,P
USGS,14105700,3/29/2020 13:50,PDT,1.18,P
USGS,14105700,3/29/2020 13:55,PDT,1.17,P
USGS,14105700,3/29/2020 14:00,PDT,1.2,P
